ID,starttime,endtime,age,profile_gender,profile_gross_household,profile_gross_personal,profile_marital_stat,profile_socialgrade_cie,profile_GOR,voted_ge_2019,pastvote_ge_2019,voted2017,pastvote_2017,profile_education_age,profile_education_level,lprofile_education_level,pastvote_EURef,WEIGHT,UoE_1,UoE_1_1,UoE_1_2,UoE_1_3,UoE_1_4,UoE_1_5,UoE_1_6,UoE_1_7,UoE_1_8,UoE_1_9,UoE_1_10,UoE_1_11,UoE_1_12,UoE_1_13,UoE_1_14,UoE_1_15,UoE_1_16,UoE_1_17,UoE_1_18,UoE_1_19,UoE_1_20,UoE_1_21,UoE_1_22,UoE_1_23,UoE_1_24,UoE_1_25,UoE_1_26,UoE_1_27,UoE_1_28,UoE_2,UoE_2_1,UoE_2_2,UoE_2_3,UoE_3,UoE_4,UoE_4_1,UoE_4_2,UoE_5,UoE_6
1244,4/13/2021,4/13/2021,19,2,2,1,6,5,8,2, ,2, ,6,11,11,3,.607344637785089, ,2,4,3,5,3,6,2,5,4,4,4,3,2,5,4,6,4,2,2,3,3,4,2,4,3,3,3,4, ,2,2,3,4, ,1,7,1,3
1245,4/13/2021,4/13/2021,55,1,13,11,1,2,9,1,2,1,2,5,18,18,1,.655315773849884, ,6,6,6,3,1,6,1,3,1,1,5,1,6,3,5,5,6,6,6,6,1,2,2,3,4,2,2,2, ,1,1,1,4, ,1,7,2,1
1246,4/14/2021,4/14/2021,33,1,4,4,6,3,11,1,4,1,4,4,18,18,1,.862217850007953, ,6,6,6,6,3,6,1,5,1,1,2,1,1,3,3,6,6,6,5,5,1,1,4,2,6,4,1,1, ,1,1,2,2, ,1,1,1,1
1247,4/13/2021,4/13/2021,54,2,3,3,6,4,6,1,1,1,1,3,9,9,1,1.00900186025335, ,3,6,6,6,4,6,1,2,1,1,3,4,5,3,2,6,6,6,6,6,1,1,1,2,6,2,1,1, ,1,2,1,2, ,1,1,2,1
1248,4/13/2021,4/13/2021,19,2,16,15,6,5,9,2, ,2, ,3,11,11,3,1.55917405305444, ,5,4,4,4,4,5,2,3,1,2,3,2,5,4,2,4,6,5,3,3,1,3,5,2,6,3,2,3, ,1,1,1,5, ,1,7,2,5
1249,4/14/2021,4/14/2021,35,1,6,5,2,4,11,1,7,1,7,2,3,3,1,1.01091384657984, ,3,4,4,3,1,3,2,4,2,3,3,2,1,4,2,5,5,5,5,4,2,2,1,2,4,2,5,3, ,1,2,1,1, ,1,7,2,1
1250,4/13/2021,4/13/2021,63,1,7,4,1,5,1,1,1,1,1,2,5,5,2,.786319816765393, ,6,6,6,4,3,2,2,3,1,2,3,3,2,4,5,4,5,6,3,5,2,2,6,3,6,2,2,3, ,1,2,1,1, ,1,1,1,1
1251,4/13/2021,4/13/2021,62,1,9,5,1,3,4,1,3,1,3,4,18,18,1,.842995463125638, ,6,6,6,2,2,6,1,4,1,1,3,1,1,1,3,6,6,6,5,5,1,1,5,5,6,4,2,4, ,1,2,1,1, ,2,7,2,7
1252,4/13/2021,4/13/2021,33,2,8,8,6,2,7,1,3,1,3,5,16,16,1,1.08713541808186, ,6,2,3,1,4,6,1,1,1,3,3,5,1,2,2,6,5,6,5,3,1,2,3,2,5,4,3,5, ,1,1,1,2, ,4,4,1,1
1253,4/14/2021,4/14/2021,33,1,3,3,2,5,8,2, ,2, ,5,16,16,3,.895058957230732, ,4,5,6,4,3,5,2,3,1,1,1,1,1,2,3,5,6,6,3,5,1,2,4,4,5,2,3,3, ,2,2,2,2, ,1,3,2,1
1254,4/13/2021,4/13/2021,19,2,17,1,6,3,6,1,1,2, ,3,11,11,3,1.03349360003603, ,3,3,4,4,3,4,3,2,3,4,4,3,3,3,1,4,4,5,4,5,2,4,3,3,4,2,1,3, ,1,1,1,3, ,1,7,1,7
1255,4/13/2021,4/13/2021,50,1,3,1,1,4,10,1,1,1,1,2,9,9,2,1.16149591018482, ,3,4,6,2,2,2,2,4,3,3,5,3,3,5,4,6,6,5,6,5,1,2,3,2,5,5,4,3, ,1,1,1,1, ,1,7,1,1
1256,4/13/2021,4/13/2021,61,1,12,7,1,2,9,1,1,1,1,5,16,16,1,.944170273661942, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,3,3,1, ,1,1,1,1
1257,4/13/2021,4/13/2021,58,1,17,16,1,1,10,1,2,1,2,5,17,17,1,.761302624095146, ,6,6,6,3,1,6,1,1,1,1,2,1,1,2,1,6,6,2,2,5,1,1,1,2,6,1,1,1, ,1,1,1,1, ,1,7,2,1
1258,4/13/2021,4/13/2021,74,2,3,3,4,2,4,1,1,1,1,3,17,17,2,.708294215955311, ,5,4,3,3,3,5,4,5,2,2,3,2,2,3,3,5,5,5,5,4,2,2,2,3,5,3,2,3, ,1,1,1,1, ,1,7,2,6
1259,4/13/2021,4/13/2021,47,1,2,3,6,6,5,1,6,1,6,2,9,9,2,.733868950902161, ,2,4,5,3,4,3,2,5,2,2,2,2,2,4,2,4,4,4,3,4,1,2,2,2,4,2,2,2, ,1,1,1,1, ,1,7,1,7
1260,4/13/2021,4/13/2021,42,2,8,8,4,2,2,1,2,1,2,5,16,16,1,.74453168327753, ,5,2,4,4,3,5,2,3,1,2,2,5,5,4,6,6,6,6,5,6,1,1,3,2,5,2,2,2, ,1,1,2,4, ,1,1,1,1
1261,4/13/2021,4/13/2021,29,2,5,2,2,5,9,1,2,1,3,6,11,11,1,.552855833788659, ,3,6,3,2,3,2,1,1,1,1,3,2,6,3,2,5,6,6,4,5,1,1,2,1,5,1,1,3, ,1,1,1,2, ,1,1,1,1
1262,4/13/2021,4/13/2021,58,1,6,6,6,1,2,1,1,1,1,3,8,8,2,.882479813594518, ,2,5,4,3,3,4,1,3,5,1,3,3,4,5,6,6,6,6,3,3,1,2,2,4,6,4,3,3, ,1,3,2,1, ,1,7,1,1
1263,4/13/2021,4/13/2021,44,2,3,3,6,4,7,2, ,2, ,4,13,13,2,.627921502604608, ,5,1,5,2,3,6,2,4,1,1,3,3,4,2,2,2,4,5,6,4,1,2,2,2,5,3,1,2, ,1,2,2,2, ,1,5,2,1
1264,4/13/2021,4/13/2021,61,2,6,5,5,2,5,1,7,1,98,5,20,20,1,.913475947040136, ,6,5,6,5,4,5,2,5,1,1,5,3,6,4,3,6,4,6,5,5,1,1,3,3,6,2,1,4, ,1,1,1,1, ,1,7,1,1
1265,4/13/2021,4/13/2021,34,2,17,16,2,5,10,1,2,1,2,3,9,9,2,.507844638002365, ,3,4,4,5,3,3,3,3,3,3,3,4,3,4,2,4,4,4,3,4,1,3,4,4,4,1,2,4, ,1,1,1,4, ,4,7,2,7
1266,4/13/2021,4/13/2021,49,2,16,1,1,5,6,1,98,1,99,3,5,5,1,.538762028213612, ,2,3,2,3,4,2,3,3,1,4,3,4,2,3,4,4,5,3,5,4,2,2,2,4,5,2,4,3, ,2,2,1,1, ,4,5,1,1
1267,4/13/2021,4/13/2021,19,2,13,1,6,3,8,2, ,2, ,6,11,11,3,.76024881415825, ,3,4,3,3,3,4,3,6,2,3,3,2,2,3,4,4,4,4,3,3,1,2,4,2,4,2,2,3, ,2,2,2,4, ,1,1,2,1
1268,4/13/2021,4/13/2021,29,2,13,8,1,4,8,1,2,1,2,5,18,18,1,.882251861976554, ,6,6,6,1,3,4,1,1,1,1,1,1,6,2,2,6,6,6,6,6,1,2,5,2,5,2,2,2, ,1,2,4,2, ,1,1,2,7
1269,4/13/2021,4/13/2021,21,1,17,16,6,6,2,2, ,2, ,3,19,19,3,2.77082397425489, ,3,4,6,3,6,4,4,4,4,4,6,4,6,6,6,4,5,4,4,4,4,4,3,2,4,4,5,6, ,6,6,6,5, ,7,7,3,5
1270,4/13/2021,4/13/2021,34,1,2,6,6,4,2,2, ,2, ,1,9,9,1,1.48446761348451, ,1,1,1,3,3,1,2,1,1,1,4,1,1,5,1,1,3,4,1,4,1,1,6,4,4,3,1,3, ,5,5,5,1, ,4,5,2,5
1271,4/13/2021,4/13/2021,28,2,16,16,2,6,6,2, ,2, ,2,1,1,2,.463310163613579, ,4,5,5,3,3,3,3,2,1,1,3,2,3,4,3,3,3,4,4,4,1,2,3,2,3,1,3,2, ,5,5,4,1, ,2,1,2,1
1272,4/13/2021,4/13/2021,54,2,4,2,2,4,3,2, ,1,1,2,5,5,2,.872904220387286, ,4,4,3,3,3,4,4,4,4,5,4,4,4,4,3,4,5,4,4,4,3,3,4,4,4,4,3,4, ,4,2,2,1, ,1,1,1,7
1273,4/13/2021,4/13/2021,58,2,17,16,6,4,9,2, ,1,3,2,5,5,3,2.13917366180989, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5, ,1,1,1,4, ,4,7,2,7
1274,4/13/2021,4/13/2021,60,2,11,16,1,1,8,1,1,1,1,5,16,16,3,1.058820797192, ,6,6,6,2,3,2,5,6,1,1,2,1,5,2,4,6,6,6,6,6,1,1,5,2,1,5,1,1, ,2,2,1,2, ,1,7,2,1
1275,4/13/2021,4/13/2021,30,1,3,3,6,5,7,2, ,2, ,5,16,16,1,.641863253391258, ,5,6,6,6,2,6,1,4,1,1,2,1,6,2,2,5,5,5,2,4,1,1,2,1,5,3,4,4, ,1,1,1,2, ,1,1,1,7
1276,4/14/2021,4/14/2021,19,2,1,16,6,3,7,1,2,2, ,7,12,12,3,1.30210574983442, ,6,2,4,5,3,6,2,2,1,3,4,6,4,4,2,2,5,2,5,4,1,3,4,3,4,2,3,2, ,2,4,2,2, ,1,5,1,2
1277,4/13/2021,4/13/2021,34,2,16,6,2,6,7,2, ,2, ,5,11,11,3,.45221716924423, ,3,4,4,4,4,5,3,3,3,4,4,1,2,5,3,3,3,1,2,6,3,6,3,5,3,6,4,3, ,5,5,2,3, ,3,4,3,4
1278,4/13/2021,4/13/2021,23,2,5,1,6,3,7,1,1,2, ,3,16,16,1,1.1601422878975, ,2,5,2,1,3,5,1,2,1,1,3,4,1,1,1,6,6,6,2,3,1,2,3,2,4,3,2,2, ,2,2,2,2, ,1,7,2,2
1279,4/13/2021,4/13/2021,43,2,7,2,1,3,10,2, ,1,2,3,9,9,3,.786613855385974, ,6,6,6,6,1,6,1,6,1,1,1,1,6,1,5,6,6,6,6,6,1,1,3,1,3,1,1,2, ,2,2,2,1, ,1,7,1,7
1280,4/13/2021,4/13/2021,46,1,17,16,1,5,2,1,99,1,7,5,20,20,1,.688715984645562, ,4,5,3,2,3,6,1,5,2,2,3,3,2,4,2,6,3,6,5,4,1,1,4,2,4,2,2,2, ,1,1,1,1, ,1,1,1,1
1281,4/13/2021,4/13/2021,40,2,17,16,2,2,8,1,3,1,2,5,17,17,1,.770670085821982, ,6,6,6,5,4,5,3,5,1,1,3,2,6,4,4,5,5,6,6,5,1,1,3,3,5,2,1,3, ,1,1,1,2, ,1,7,2,1
1282,4/13/2021,4/13/2021,35,1,7,6,6,4,2,2, ,2, , ,18,18,3,1.2441589736192, ,3,4,3,2,4,6,3,4,3,3,4,4,3,3,4,4,6,2,4,3,2,3,2,3,5,3,2,3, ,1,2,4,3, ,1,1,1,2
1283,4/13/2021,4/13/2021,35,2,12,11,1,2,4,1,1,1,1,5,17,17,2,.74781731366548, ,6,2,3,3,5,5,1,6,2,2,3,4,3,2,4,5,2,6,6,6,1,1,4,2,5,1,1,2, ,1,1,1,1, ,1,7,2,1
1284,4/13/2021,4/13/2021,63,2,3,3,4,3,4,2, ,2, ,3,11,11,3,.818094778572794, ,6,4,3,4,3,2,3,1,2,4,3,4,2,4,5,6,2,4,6,5,1,2,2,1,6,2,1,1, ,1,1,1,1, ,1,7,1,7
1285,4/13/2021,4/13/2021,60,1,17,16,1,3,5,2, ,2, ,3,11,11,3,.691228616975343, ,3,3,3,2,3,5,6,4,2,2,3,3,3,4,5,4,6,5,3,4,1,1,3,2,4,2,2,2, ,1,2,2,1, ,1,7,2,1
1286,4/14/2021,4/14/2021,39,1,11,8,2,6,7,1,1,1,1,5,16,16,2,1.3859329725, ,4,4,4,3,4,4,2,2,1,2,3,4,5,3,3,2,3,5,3,4,3,2,5,5,5,3,2,4, ,5,5,4,2, ,1,7,2,2
1287,4/13/2021,4/13/2021,76,2,3,4,5,6,8,1,1,1,1,2,9,9,2,.68706104393541, ,6,2,3,3,3,4,4,3,1,3,3,4,4,4,3,3,5,5,4,4,1,2,1,2,5,1,4,2, ,1,4,1,1, ,1,1,2,1
1288,4/13/2021,4/13/2021,42,1,5,5,6,2,3,1,1,1,6,3,11,11,2,.847460183179593, ,6,6,6,1,3,3,2,1,1,1,6,1,2,4,1,5,5,5,5,5,1,1,2,2,4,3,1,2, ,1,1,1,1, ,1,7,2,7
1289,4/13/2021,4/13/2021,73,1,10,6,1,1,8,1,1,1,1,3,11,11,2,.827695755122431, ,4,3,3,4,3,5,2,2,2,1,4,2,2,4,1,2,4,5,3,2,1,1,2,3,4,1,1,2, ,1,2,1,2, ,1,7,2,7
1290,4/13/2021,4/13/2021,62,1,13,11,1,1,3,1,1,1,1,2,17,17,1,.930768211183739, ,5,6,6,5,6,6,1,5,1,1,2,2,2,5,2,6,5,6,6,6,1,1,6,2,6,5,1,2, ,1,1,1,1, ,1,7,2,7
1291,4/14/2021,4/14/2021,22,1,17,16,6,3,11,1,4,2, ,6,12,12,3,3.46885210027764, ,3,1,6,1,3,6,1,1,1,1,5,1,4,5,5,6,3,6,5,4,3,1,1,1,6,1,5,1, ,3,1,1,2, ,1,1,2,1
1292,4/13/2021,4/14/2021,30,1,14,13,1,1,6,1,1,1,1,5,18,18,1,.876394390959259, ,3,6,3,2,5,5,1,1,1,2,1,1,1,2,3,4,6,3,4,5,1,3,3,2,5,3,2,3, ,1,2,1,2, ,1,1,2,1
1293,4/13/2021,4/13/2021,22,2,4,4,2,3,9,1,1,2, ,2,9,9,3,1.03349360003603, ,6,5,5,6,5,6,1,4,1,2,3,1,2,4,3,5,6,2,5,4,1,2,4,1,5,2,2,2, ,1,1,1,1, ,4,4,2,2
1294,4/13/2021,4/13/2021,65,1,3,3,1,6,9,1,1,1,1,2,9,9,1,.754989356142705, ,4,6,6,3,2,6,2,4,2,1,3,1,3,4,4,6,5,6,5,5,2,2,4,2,6,2,3,3, ,1,2,1,2, ,1,7,1,1
1295,4/13/2021,4/13/2021,57,2,12,11,1,2,5,1,1,1,1,2,18,18,1,.869240433497118, ,3,4,4,3,2,3,2,6,3,5,2,3,3,4,2,6,6,6,6,6,1,1,2,2,6,4,2,2, ,1,2,1,1, ,2,5,1,7
1296,4/13/2021,4/13/2021,50,2,13,7,4,2,6,1,1,2, ,5,16,16,2,2.3553493290649, ,5,6,5,5,2,6,1,6,1,1,1,1,1,3,4,5,6,6,5,6,1,2,3,2,5,2,1,2, ,2,4,1,1, ,1,7,1,7
1297,4/13/2021,4/13/2021,32,2,13,16,6,2,4,1,1,1,1,5,18,18,1,.695384237946649, ,4,5,4,2,3,4,1,1,1,1,3,4,4,3,4,6,4,6,6,4,1,2,3,2,4,2,1,2, ,1,1,2,2, ,7,7,2,7
1298,4/13/2021,4/13/2021,66,2,7,6,1,2,1,1,1,1,1,5,16,16,2,.766479265854092, ,6,4,4,3,3,5,2,2,1,1,3,4,3,4,3,5,5,6,6,4,1,1,2,2,3,2,2,5, ,2,2,2,1, ,1,7,1,7
1299,4/13/2021,4/13/2021,21,2,16,16,6,6,8,1,2,2, ,3,16,16,3,.646061141185577, ,2,4,4,1,4,5,1,5,1,4,3,1,3,4,4,6,6,3,5,5,2,2,2,3,5,4,3,3, ,1,2,1,2, ,4,4,1,1
1300,4/13/2021,4/13/2021,72,1,5,5,1,3,11,1,3,1,3,2,12,12,2,1.01829562978359, ,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3, ,2,2,3,2, ,1,1,2,1
1301,4/13/2021,4/13/2021,61,2,5,16,1,3,3,2, ,1,2,2,11,11,2,.916897692091869, ,6,4,1,5,2,5,1,4,1,4,4,4,5,4,4,6,3,5,6,4,1,1,1,1,6,1,5,1, ,1,1,1,2, ,1,1,1,1
1302,4/13/2021,4/13/2021,67,2,5,5,4,5,3,1,1,1,2,3,9,9,1,.696251843825179, ,4,3,3,3,4,4,2,4,2,3,3,4,4,4,2,4,4,4,4,4,1,3,2,3,4,2,2,3, ,2,1,1,2, ,1,7,2,2
1303,4/13/2021,4/13/2021,61,2,16,15,3,1,3,1,2,1,2,5,18,18,3,.960972828318643, ,6,6,6,1,4,6,1,1,1,1,1,2,1,3,2,6,6,6,6,6,1,1,1,2,6,1,1,2, ,1,1,1,1, ,1,7,1,7
1304,4/13/2021,4/13/2021,75,1,4,4,1,1,8,1,1,1,1,1,1,1,2,.824264458600119, ,2,3,3,2,3,6,1,1,2,1,4,5,1,6,2,6,1,6,6,5,1,1,2,3,6,3,1,5, ,1,1,1,1, ,1,7,2,7
1305,4/13/2021,4/13/2021,47,1,9,3,1,3,10,1,1,1,1,2,20,20,2,.867688342547326, ,5,2,4,3,3,4,2,1,1,3,3,5,3,4,2,5,4,5,5,4,1,3,3,3,5,3,2,3, ,3,3,5,4, ,1,7,2,2
1306,4/13/2021,4/13/2021,61,2,7,7,6,3,8,2, ,2, ,5,15,15,3,.875267759863795, ,6,6,5,3,4,4,2,3,1,2,3,1,4,4,6,5,4,6,6,5,3,5,4,2,6,2,5,2, ,2,2,2,1, ,1,1,2,7
1307,4/13/2021,4/13/2021,38,1,14,11,6,3,7,1,3,1,3,5,16,16,1,1.77707987644921, ,6,6,6,4,2,5,1,3,1,1,3,1,1,4,5,5,4,6,6,6,1,1,4,5,5,4,2,1, ,1,1,1,2, ,1,1,2,1
1308,4/13/2021,4/13/2021,40,2,17,16,1,4,5,2, ,2, ,2,13,13,3,.837824072695035, ,5,5,4,2,4,1,2,5,1,1,3,5,3,4,2,6,6,5,6,6,1,1,1,5,5,1,1,2, ,1,1,1,1, ,1,7,1,7
1309,4/13/2021,4/13/2021,31,1,7,7,6,3,2,1,1,1,1,5,3,3,2,.941304510133645, ,2,6,5,2,5,5,1,4,1,1,5,1,2,4,4,6,5,6,3,6,1,2,2,2,5,2,3,2, ,1,1,1,1, ,1,7,3,7
1310,4/13/2021,4/13/2021,40,1,7,6,6,4,2,1,2,2, ,5,15,15,3,1.26024378129829, ,6,2,4,5,1,4,5,3,4,3,3,1,3,6,5,2,2,4,5,1,5,4,6,1,3,6,5,6, ,5,5,5,1, ,2,5,2,1
1311,4/13/2021,4/13/2021,46,1,4,5,6,4,2,2, ,2, ,2,18,18,1,1.10363382779348, ,1,3,3,4,3,2,1,2,1,1,4,3,2,4,2,5,6,5,4,4,1,3,3,1,6,3,3,3, ,2,4,2,3, ,1,1,1,1
1312,4/13/2021,4/13/2021,29,2,10,6,2,2,10,1,2,1,2,5,15,15,1,.61294737408764, ,5,6,4,4,3,6,2,4,1,6,2,2,2,3,2,5,5,4,4,4,1,2,4,4,5,3,2,3, ,2,3,4,2, ,1,7,1,1
1313,4/13/2021,4/13/2021,22,2,17,15,6,3,11,1,4,1,99,6,17,17,1,.778482062452173, ,5,3,3,3,3,4,1,1,3,1,2,1,4,4,2,6,6,6,6,4,1,2,3,2,4,1,1,2, ,1,1,1,2, ,1,1,2,1
1314,4/13/2021,4/13/2021,67,1,14,14,1,1,6,2, ,2, ,5,17,17,3,.70265998225402, ,5,6,6,2,4,6,1,5,1,1,1,1,6,5,4,6,6,6,6,5,1,2,2,3,6,4,4,2, ,1,1,1,2, ,1,7,2,7
1315,4/13/2021,4/13/2021,67,1,17,16,4,4,3,2, ,2, ,1,6,6,2,1.04230817072476, ,3,4,4,3,3,4,1,4,1,2,5,3,3,5,3,4,3,6,5,4,1,2,3,2,6,2,2,5, ,4,4,1,1, ,1,1,1,1
1316,4/13/2021,4/13/2021,57,2,10,10,1,1,3,1,2,1,2,2,1,1,2,.619249975571318, ,5,4,3,3,3,1,5,3,3,1,3,4,3,3,3,3,5,4,5,4,1,1,3,4,5,1,3,3, ,2,1,2,4, ,2,5,2,1
1317,4/13/2021,4/13/2021,37,1,17,16,2,2,8,2, ,1,2,3,19,19,3,.723759484216403, ,3,6,6,5,4,6,1,5,1,1,2,2,1,2,3,6,6,5,5,5,1,1,2,2,6,1,2,2, ,1,1,1,1, ,1,7,1,1
1318,4/13/2021,4/13/2021,64,1,6,16,1,2,6,1,99,1,2,2,9,9,1,.671325318293364, ,4,5,4,3,6,6,2,2,3,1,3,3,3,3,4,4,3,5,4,4,2,3,1,3,5,3,3,4, ,1,3,2,1, ,7,7,2,1
1319,4/13/2021,4/13/2021,43,1,11,10,1,2,1,1,2,1,2,5,18,18,1,.782932657373997, ,6,6,6,6,6,6,1,6,1,1,1,1,6,2,3,6,4,5,6,5,1,1,5,1,4,2,2,3, ,2,2,2,2, ,1,7,1,2
1320,4/13/2021,4/13/2021,65,2,11, ,1,2,9,1,98,1,1, ,9,9,2,.646997331458807, ,4,5,4,5,4,4,2,6,2,3,3,3,2,6,3,5,6,6,5,6,1,2,3,3,5,5,2,5, ,1,2,2,2, ,1,7,1,1
1321,4/13/2021,4/13/2021,34,2,4,16,1,4,3,1,1,1,1,1,1,1,2,.999088780032142, ,2,3,3,6,4,3,2,6,4,4,4,4,1,3,4,5,6,5,4,2,1,1,1,1,3,1,1,1, ,1,1,1,3, ,1,7,1,7
1322,4/13/2021,4/13/2021,70,2,9,3,1,2,4,1,3,1,2,5,14,14,1,.74617654440703, ,5,4,4,2,4,4,4,4,2,3,3,5,3,3,3,5,5,5,4,5,1,3,4,2,4,3,2,2, ,1,2,2,2, ,1,7,1,1
1323,4/14/2021,4/14/2021,22,1,16,7,6,3,4,99, ,2, ,3,18,18,3,2.69271164886695, ,5,4,6,4,2,6,1,4,1,1,1,5,2,3,2,6,3,5,4,4,2,2,5,2,5,5,1,2, ,2,3,2,2, ,1,7,2,5
1324,4/13/2021,4/13/2021,19,2,16,1,6,2,4,1,1,2, ,6,11,11,3,.851149036811899, ,4,6,3,2,2,3,1,3,1,1,3,1,2,5,3,3,5,6,6,5,1,2,4,1,5,3,5,1, ,1,2,1,2, ,1,7,1,1
1325,4/13/2021,4/13/2021,27,2,16,8,6,2,7,1,2,2, ,5,16,16,3,1.17880928577938, ,4,4,3,5,4,4,2,1,1,1,3,5,3,3,2,5,6,6,3,4,1,2,2,1,5,2,2,3, ,1,1,1,2, ,1,1,2,1
1326,4/13/2021,4/13/2021,63,1,12,10,1,2,6,1,2,1,2,5,17,17,1,.770640082139044, ,6,6,6,5,3,5,1,4,1,1,1,1,1,3,4,6,5,6,6,6,1,2,1,6,6,1,1,3, ,1,2,1,2, ,1,7,2,7
1327,4/13/2021,4/13/2021,42,1,4,3,6,4,5,1,2,1,2,2,9,9,1,1.41642094907105, ,2,6,3,5,4,5,2,3,3,4,3,4,3,5,2,4,5,5,2,4,1,1,2,1,5,3,1,3, ,2,2,2,1, ,1,1,2,1
1328,4/13/2021,4/13/2021,51,2,10,2,2,2,8,1,1,1,1,2,9,9,2,.690298651431451, ,6,6,3,5,4,5,1,1,1,1,5,4,1,2,5,6,2,6,6,5,1,1,1,1,6,2,1,3, ,1,1,1,2, ,1,7,1,1
1329,4/13/2021,4/13/2021,50,2,17,16,1,4,1,1,2,1,2,3,9,9,2,.88418935098949, ,5,5,4,2,5,3,1,3,1,2,4,4,1,2,3,6,6,6,6,6,1,1,2,2,5,2,2,2, ,1,2,1,1, ,1,7,2,7
1330,4/13/2021,4/13/2021,29,1,7,8,1,3,3,1,2,2, ,3,11,11,1,.873251619016223, ,5,6,6,3,6,6,1,1,1,1,3,3,5,5,2,6,5,4,3,4,1,2,3,3,4,2,3,4, ,3,2,3,1, ,1,7,1,2
1331,4/13/2021,4/13/2021,30,1,12,8,6,3,8,1,1,1,1,5,16,16,1,1.35105603140297, ,6,4,5,4,3,6,1,6,1,1,4,2,1,2,3,6,6,6,6,6,2,1,2,2,5,2,1,1, ,1,1,1,1, ,7,7,1,1
1332,4/13/2021,4/13/2021,52,2,6,2,1,3,2,2, ,1,3,5,17,17,3,1.04589416570768, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,2,1, ,2,5,3,2
1333,4/14/2021,4/14/2021,36,1,17,16,1,5,5,2, ,2, ,3,5,5,3,.81076897453186, ,4,6,6,6,3,6,1,6,1,1,3,1,1,3,5,6,6,6,5,5,1,2,1,2,5,2,3,2, ,1,1,1,1, ,1,1,1,1
1334,4/13/2021,4/13/2021,52,1,8,7,4,3,9,1,1,1,1,2,18,18,2,.871133124828902, ,2,5,1,5,5,6,2,5,2,4,4,4,3,4,3,6,6,6,6,5,1,1,3,1,6,1,1,1, ,1,1,1,2, ,1,7,2,7
1335,4/13/2021,4/13/2021,29,2,13,8,1,2,7,1,2,1,2,5,16,16,1,1.0500182068383, ,4,4,4,4,3,5,2,5,2,3,3,2,5,3,4,5,5,5,3,5,2,2,4,3,5,2,3,2, ,1,1,1,2, ,1,1,2,1
1336,4/13/2021,4/13/2021,24,2,11,1,6,1,3,1,2,1,2,3,11,11,1,.737345274377454, ,4,4,4,2,3,3,1,1,1,1,3,2,3,4,1,6,6,5,4,5,1,1,3,1,4,2,1,2, ,1,1,1,2, ,7,7,1,1
1337,4/13/2021,4/13/2021,57,2,11,8,1,1,8,1,3,1,3,5,18,18,1,.878701564421273, ,6,6,5,3,3,4,5,1,2,2,3,3,2,4,2,6,6,6,6,6,1,1,3,2,6,2,1,2, ,1,1,1,1, ,1,7,1,1
1338,4/13/2021,4/13/2021,68,1,4,16,1,4,9,1,1,1,1,2,18,18,2,1.17691705360335, ,5,6,4,1,2,3,3,3,2,1,3,6,1,4,4,6,4,6,6,6,1,2,2,2,6,1,2,1, ,1,1,1,1, ,1,1,2,1
1339,4/13/2021,4/13/2021,62,1,3,3,6,1,5,1,2,1,2,5,18,18,1,.675642714286671, ,6,6,6,4,3,6,1,1,1,1,1,1,1,2,3,6,6,6,6,6,1,1,4,2,6,3,1,2, ,1,2,1,1, ,1,7,2,1
1340,4/13/2021,4/13/2021,72,2,5,5,5,2,6,1,1,1,1,2,16,16,2,.774292473779137, ,6,6,6,2,3,6,1,6,1,1,1,6,1,4,4,6,6,6,3,6,1,4,3,2,4,1,3,2, ,1,1,1,2, ,3,5,2,1
1341,4/13/2021,4/13/2021,35,2,11,4,2,3,9,1,7,1,2,5,16,16,1,.776731301234319, ,5,6,5,2,2,5,2,5,1,1,2,2,2,3,2,5,4,5,5,6,1,2,4,2,6,2,2,1, ,1,1,1,2, ,1,1,2,1
1342,4/13/2021,4/13/2021,23,2,17,5,6,1,9,1,1,2, ,6,16,16,2,.769752974688532, ,6,6,4,1,2,6,1,6,1,1,1,1,1,1,2,5,4,2,5,5,2,1,5,2,2,2,1,2, ,5,5,3,3, ,1,3,1,2
1343,4/13/2021,4/13/2021,39,2,11,7,2,1,11,1,1,1,1,5,16,16,1,.934274067837487, ,1,4,4,3,3,4,4,5,1,3,4,3,4,6,1,1,6,6,2,6,1,4,1,1,6,1,2,2, ,4,2,1,2, ,1,4,1,1
1344,4/13/2021,4/13/2021,55,1,6,6,6,4,3,1,1,2, ,2,18,18,3,1.27400380486489, ,4,6,6,2,3,5,2,3,2,1,3,2,4,2,2,3,3,4,4,3,2,2,3,2,6,5,2,2, ,2,3,2,2, ,1,7,2,7
1345,4/13/2021,4/13/2021,47,1,5,5,4,3,1,2, ,2, ,2,9,9,1,1.15959527238195, ,3,4,4,4,3,4,3,4,2,3,4,4,3,4,3,3,3,6,4,4,3,4,4,4,4,3,3,3, ,6,6,6,4, ,3,7,2,1
